Date,Project_ID,Project_Name,Planned_Spend,Actual_Spend,Cumulative_Planned_Spend,Cumulative_Actual_Spend,Financial_Variance
2025-08-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,3221086,5981075,6725416,744341
2025-09-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995888,19761,7976963,6745177,-1231786
2025-10-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1989300,3840272,9966263,10585449,619186
2025-11-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,704818,11962150,11290267,-671883
2025-12-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995888,1580901,13958038,12871168,-1086870
2026-01-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,3339654,15953925,16210822,256897
2026-02-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1989301,1811449,17943226,18022271,79045
2026-03-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,2555789,19939113,20578060,638947
2026-04-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,1633598,21935000,22211658,276658
2026-05-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1989301,2127629,23924301,24339287,414986
2026-06-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,731167,25920188,25070454,-849734
2026-07-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995888,1719230,27916076,26789684,-1126392
2026-08-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1989300,3326479,29905376,30116163,210787
2026-09-01,JED-PROJ-016,Western Jeddah Obhur Intersection Upgrade,1995887,0,31901263,25842003,-6059260
2026-02-07,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,0,1603128,0,1603128,1603128
2026-03-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735281,63401,2735281,1666529,-1068752
2026-04-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735282,1820502,5470563,3487031,-1983532
2026-05-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735281,3269657,8205844,6756688,-1449156
2026-06-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735281,525319,10941125,7282007,-3659118
2026-07-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735282,3876492,13676407,11158499,-2517908
2026-08-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735281,1720872,16411688,12879371,-3532317
2026-09-01,JED-PROJ-017,Central Jeddah Al Zahra Intersection Upgrade,2735281,3657611,19146969,16536982,-2609987
2024-11-19,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,0,1782229,0,1782229,1782229
2024-12-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,3821891,5762541,5604120,-158421
2025-01-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5742738,0,11505279,5604120,-5901159
2025-02-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,8614108,17267820,14218228,-3049592
2025-03-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,950522,23030361,15168750,-7861611
2025-04-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,6059579,28792902,21228329,-7564573
2025-05-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5742738,178223,34535640,21406552,-13129088
2025-06-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,7881413,40298181,29287965,-11010216
2025-07-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,158421,46060722,29446386,-16614336
2025-08-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762540,1089140,51823262,30535526,-21287736
2025-09-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5742739,10158706,57566001,40694232,-16871769
2025-10-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762540,0,63328541,40694232,-22634309
2025-11-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,3386235,69091082,44080467,-25010615
2025-12-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5742739,8277464,74833821,52357931,-22475890
2026-01-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762540,3782286,80596361,56140217,-24456144
2026-02-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,1089140,86358902,57229357,-29129545
2026-03-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,4198140,92121443,61427497,-30693946
2026-04-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5742738,2475318,97864181,63902815,-33961366
2026-05-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,2673344,103626722,66576159,-37050563
2026-06-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,4039719,109389263,70615878,-38773385
2026-07-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,6218000,115151804,76833878,-38317926
2026-08-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5742738,4356560,120894542,81190438,-39704104
2026-09-01,JED-PROJ-018,Corniche Al Bawadi Mobility Improvement,5762541,46881439,126657083,128071877,1414794
2025-03-08,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,0,1451674,0,1451674,1451674
2025-04-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,2833556,5667112,4285230,-1381882
2025-05-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5653153,8375042,11320265,12660272,1340007
2025-06-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667111,4145645,16987376,16805917,-181459
2025-07-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,8821711,22654488,25627628,2973140
2025-08-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5653153,5792737,28307641,31420365,3112724
2025-09-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,8584418,33974753,40004783,6030030
2025-10-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,3643143,39641865,43647926,4006061
2025-11-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5653153,5178568,45295018,48826494,3531476
2025-12-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667111,6462740,50962129,55289234,4327105
2026-01-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,9463798,56629241,64753032,8123791
2026-02-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5653153,5611278,62282394,70364310,8081916
2026-03-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,3754810,67949506,74119120,6169614
2026-04-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667111,6253364,73616617,80372484,6755867
2026-05-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5653154,9449839,79269771,89822323,10552552
2026-06-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667111,3182516,84936882,93004839,8067957
2026-07-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,10105884,90603994,103110723,12506729
2026-08-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5653153,5764820,96257147,108875543,12618396
2026-09-01,JED-PROJ-019,Airport District Al Naeem Traffic Flow Optimization,5667112,2335361,101924259,111210904,9286645
2024-02-14,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,0,0,0,0,0
2024-03-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,4205621,2727742,4205621,1477879
2024-04-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,861392,5447039,5067013,-380026
2024-05-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,2710852,8174781,7777865,-396916
2024-06-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,4070500,10894078,11848365,954287
2024-07-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,3133103,13621820,14981468,1359648
2024-08-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719296,2837527,16341116,17818995,1477879
2024-09-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,2018360,19068858,19837355,768497
2024-10-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,1579219,21796600,21416574,-380026
2024-11-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,1832570,24515897,23249144,-1266753
2024-12-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,4838997,27243639,28088141,844502
2025-01-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,2052140,29962936,30140281,177345
2025-02-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,2322381,32690678,32462662,-228016
2025-03-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,4188731,35418420,36651393,1232973
2025-04-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,304021,38137717,36955414,-1182303
2025-05-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,3884709,40865459,40840123,-25336
2025-06-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719296,1258309,43584755,42098432,-1486323
2025-07-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,4121170,46312497,46219602,-92895
2025-08-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,1469434,49031794,47689036,-1342758
2025-09-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,2913532,51759536,50602568,-1156968
2025-10-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,2719297,54487278,53321865,-1165413
2025-11-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,4340741,57206575,57662606,456031
2025-12-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,3014873,59934317,60677479,743162
2026-01-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,2229485,62653614,62906964,253350
2026-02-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,3876265,65381356,66783229,1401873
2026-03-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,937398,68109098,67720627,-388471
2026-04-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719296,2457501,70828394,70178128,-650266
2026-05-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,4492751,73556136,74670879,1114743
2026-06-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,768497,76275433,75439376,-836057
2026-07-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,4974118,79003175,80413494,1410319
2026-08-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2719297,0,81722472,80413494,-1308978
2026-09-01,JED-PROJ-020,Obhur Al Waha Traffic Flow Optimization,2727742,0,84450214,78705279,-5744935
2025-06-11,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,0,0,0,0,0
2025-07-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,14793261,8248041,14793261,6545220
2025-08-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,7582876,16496082,22376137,5880055
2025-09-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,15511638,24744123,37887775,13143652
2025-10-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8221434,2234953,32965557,40122728,7157171
2025-11-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,15671278,41213598,55794006,14580408
2025-12-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,15032720,49461639,70826726,21365087
2026-01-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,6784679,57709680,77611405,19901725
2026-02-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,12052782,65957721,89664187,23706466
2026-03-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,11706897,74205762,101371084,27165322
2026-04-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,8726960,82453803,110098044,27644241
2026-05-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,12717947,90701844,122815991,32114147
2026-06-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8221435,10642633,98923279,133458624,34535345
2026-07-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,14074883,107171320,147533507,40362187
2026-08-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,2873511,115419361,150407018,34987657
2026-09-01,JED-PROJ-021,Al Balad Al Samer Bridge Rehabilitation,8248041,0,123667402,126075364,2407962
2024-06-11,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,0,911304,0,911304,911304
2024-07-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,241889,1501964,1153193,-348771
2024-08-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,3003928,1153193,-1850735
2024-09-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1496339,180011,4500267,1333204,-3167063
2024-10-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,6002231,1333204,-4669027
2024-11-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501965,0,7504196,1333204,-6170992
2024-12-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,770671,9006160,2103875,-6902285
2025-01-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,135008,10508124,2238883,-8269241
2025-02-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,832549,12010088,3071432,-8938656
2025-03-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1496339,0,13506427,3071432,-10434995
2025-04-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,1513215,15008391,4584647,-10423744
2025-05-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501965,388148,16510356,4972795,-11537561
2025-06-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,18012320,4972795,-13039525
2025-07-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,19514284,4972795,-14541489
2025-08-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1496339,0,21010623,4972795,-16037828
2025-09-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,1102566,22512587,6075361,-16437226
2025-10-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,101256,24014551,6176617,-17837934
2025-11-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,25516515,6176617,-19339898
2025-12-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501965,1181320,27018480,7357937,-19660543
2026-01-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1496339,185636,28514819,7543573,-20971246
2026-02-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,618787,30016783,8162360,-21854423
2026-03-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,31518747,8162360,-23356387
2026-04-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,45002,33020711,8207362,-24813349
2026-05-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,0,34522675,8207362,-26315313
2026-06-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501965,1366957,36024640,9574319,-26450321
2026-07-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1496338,230638,37520978,9804957,-27716021
2026-08-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501965,0,39022943,9804957,-29217986
2026-09-01,JED-PROJ-022,King Abdulaziz Road Al Ruwais Mobility Improvement,1501964,25108786,40524907,34913743,-5611164
2023-10-15,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,0,0,0,0,0
2023-11-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,2136263,2418250,2136263,-281987
2023-12-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,1726100,4836499,3862363,-974136
2024-01-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,0,7254749,3862363,-3392386
2024-02-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2409704,1153582,9664453,5015945,-4648508
2024-03-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,529793,12082703,5545738,-6536965
2024-04-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,2990769,14500953,8536507,-5964446
2024-05-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,786144,16919202,9322651,-7596551
2024-06-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,1170672,19337452,10493323,-8844129
2024-07-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,42726,21755701,10536049,-11219652
2024-08-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,1016861,24173951,11552910,-12621041
2024-09-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2409705,751964,26583656,12304874,-14278782
2024-10-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,512703,29001905,12817577,-16184328
2024-11-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,3665828,31420155,16483405,-14936750
2024-12-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,1025406,33838404,17508811,-16329593
2025-01-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,1751735,36256654,19260546,-16996108
2025-02-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,1170672,38674904,20431218,-18243686
2025-03-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,0,41093153,20431218,-20661935
2025-04-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2409705,1666285,43502858,22097503,-21405355
2025-05-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,1726101,45921107,23823604,-22097503
2025-06-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,888685,48339357,24712289,-23627068
2025-07-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,0,50757607,24712289,-26045318
2025-08-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,1127947,53175856,25840236,-27335620
2025-09-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,196536,55594106,26036772,-29557334
2025-10-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,3717098,58012355,29753870,-28258485
2025-11-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2409705,111085,60422060,29864955,-30557105
2025-12-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,25635,62840309,29890590,-32949719
2026-01-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,2546426,65258559,32437016,-32821543
2026-02-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,1016861,67676809,33453877,-34222932
2026-03-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,375982,70095058,33829859,-36265199
2026-04-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,427253,72513308,34257112,-38256196
2026-05-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418249,2905317,74931557,37162429,-37769128
2026-06-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2409705,709240,77341262,37871669,-39469593
2026-07-01,JED-PROJ-023,Prince Majed Corridor Al Aziziyah Intersection Upgrade,2418250,1956817,79759512,39828486,-39931026
